model, mutation_adaptation, igniting_coef, temp_drop_coef, start_temp, problem, problem size, best_value, best_time, best_iteration, best_ffe
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 10, -9.7646214372039E-12, 0.0010011, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 25, -70.4598084936608, 0.0029987, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 50, -3070.06667354765, 0.0040003, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 75, -25205.9971584393, 0.0080006, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 2, -1.11376811382087E-34, 0, 988, 989, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 5, -315.940245917945, 0.0010001, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 10, -1300.83114596775, 0.0009997, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 25, -3026.10944301106, 0.0030003, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 50, -6925.59022090614, 0.0039998, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 75, -9449.2948227757, 0.0069994, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 2, -4.22781355381511E-35, 0, 997, 998, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 5, -12, 0, 109, 110, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 10, -24, 0, 150, 151, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 25, -568, 0.0009998, 170, 171, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 50, -2308, 0.0010005, 201, 202, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 75, -4724, 0.0020005, 184, 185, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 2, -1.98991811418658, 0.0009999, 628, 629, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 5, -2.98487717127987, 0, 598, 599, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 10, -42.7831335244968, 0.0010004, 998, 999, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 25, -98.5955942027852, 0.0039993, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 50, -410.036158418511, 0.0059999, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 75, -661.755588290462, 0.009, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 2, -4.44089209850063E-16, 0, 874, 875, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 5, -1.35447209004269E-13, 0.001, 991, 992, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 10, -4.16712403281498, 0.0009999, 846, 847, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 25, -4.94256379946258, 0.0030005, 998, 999, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 50, -5.64695038571132, 0.0059995, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 75, -7.5424251990539, 0.0100002, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 2, -1.13222351452815E-36, 0.000978, 995, 996, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 5, -3.28925626993072E-26, 0.0009987, 998, 999, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 10, -1.74458760632941E-11, 0.0010228, 997, 998, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 25, -0.427415365643135, 0.0030026, 992, 993, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 50, -436.92068956143, 0.0049941, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 75, -2585.41095867438, 0.0070064, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 2, -1.13222351452815E-35, 0, 995, 996, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 5, -3.28925626993072E-25, 0.0010047, 998, 999, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 10, -1.74458760632941E-10, 0.0009955, 997, 998, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 25, -4.27415365643135, 0.0020038, 992, 993, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 50, -4369.2068956143, 0.003988, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 75, -25854.1095867438, 0.0069994, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 2, -2.14408176518992E-35, 0, 978, 979, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 5, -264.15515516616, 0.0010004, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 10, -362.715422351118, 0.0010002, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 25, -1937.72741204391, 0.0019992, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 50, -5646.83694791299, 0.0050003, 997, 998, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 75, -7656.37976612452, 0.0060007, 998, 999, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 2, -1.83232020422676E-34, 0, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 5, -8, 0, 135, 136, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 10, -28, 0, 145, 146, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 25, -1048, 0.0009999, 130, 131, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 50, -3256, 0.0009994, 163, 164, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 75, -4824, 0.001, 189, 190, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 2, -0.994959057093292, 0, 527, 528, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 5, -7.95966741892725, 0.0010004, 954, 955, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 10, -58.702311506099, 0.0009996, 937, 938, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 25, -122.210304045438, 0.0029998, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 50, -421.303115558659, 0.0060013, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 75, -623.678874740973, 0.0089999, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 2, -4.44089209850063E-16, 0.0010084, 869, 870, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 5, -4.88379900040366, 0, 583, 584, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 10, -4.29851699625856, 0.001991, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 25, -5.25660706296059, 0.0029999, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 50, -7.0347150243857, 0.006, 998, 999, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 75, -6.81700200555935, 0.0090004, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 2, -3.11719079051133E-36, 0.0010023, 997, 998, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 5, -7.36612711844125E-27, 0, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 10, -4.52550497564785E-08, 0.0009959, 994, 995, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 25, -3.95676467505314, 0.0029997, 998, 999, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 50, -459.144034793764, 0.0040007, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 75, -2004.94226415048, 0.0069992, 998, 999, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 2, -3.11719079051133E-35, 0.0010002, 997, 998, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 5, -7.36612711844125E-26, 0, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 10, -4.52550497564785E-07, 0.0009998, 994, 995, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 25, -39.5676467505314, 0.0029998, 998, 999, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 50, -4591.44034793764, 0.0039998, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 75, -20049.4226415048, 0.0070003, 998, 999, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 2, -2.4003342037822E-36, 0.0010002, 995, 996, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 5, -122.45726250586, 0, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 10, -1013.39922220168, 0.0009995, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 25, -3288.11994737157, 0.0030001, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 50, -6383.96452977248, 0.0051876, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 75, -8914.19613736287, 0.0058125, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 2, -3.11719079051133E-36, 0.001001, 997, 998, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 5, -4, 0, 89, 90, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 10, -112, 0, 106, 107, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 25, -480, 0.0009995, 159, 160, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 50, -2552, 0.0010002, 175, 176, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 75, -4224, 0.0020013, 155, 156, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 2, -0.99495905709329, 0, 580, 581, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 5, -6.96470836183397, 0.0010003, 664, 665, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 10, -37.8083027005233, 0.0009998, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 25, -117.093734436932, 0.0040007, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 50, -428.324879839097, 0.0069998, 997, 998, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 75, -635.407793378325, 0.0089998, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 2, -3.99680288865056E-15, 0, 835, 836, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 5, -3.99680288865056E-15, 0.0009998, 984, 985, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 10, -1.64622363310314, 0.0019998, 914, 915, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 25, -6.6214884884925, 0.0039999, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 50, -7.15571985165761, 0.0060003, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 75, -6.81253051076848, 0.0100088, 997, 998, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 2, -1.91615522741093E-36, 0, 995, 996, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 5, -1.53562862774499E-27, 0.0009916, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 10, -3.3299390802407E-08, 0.0009998, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 25, -0.997013352206952, 0.0019966, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 50, -816.464335036607, 0.0050051, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 75, -617.64600554574, 0.0069912, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 2, -1.91615522741093E-35, 0, 995, 996, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 5, -1.53562862774499E-26, 0.0010115, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 10, -3.3299390802407E-07, 0.0009873, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 25, -9.97013352206952, 0.002999, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 50, -8164.64335036607, 0.0050064, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 75, -6176.4600554574, 0.0069931, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 2, -2.02664979181374E-36, 0.0010107, 981, 982, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 5, -278.36329199839, 0, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 10, -1235.74509195944, 0.0019923, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 25, -2935.44016642624, 0.0019972, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 50, -6358.90487748522, 0.0050094, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 75, -10082.0434375538, 0.0059932, 996, 997, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 2, -5.5967613368813E-35, 0.0010003, 997, 998, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 5, -20, 0, 100, 101, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 10, -32, 0, 136, 137, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 25, -968, 0, 149, 150, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 50, -2812, 0.0010002, 160, 161, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealStep2SphereEvaluation, 75, -4100, 0.0020001, 206, 207, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 2, -0.99495905709329, 0.001007, 818, 819, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 5, -2.98487717127988, 0, 715, 716, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 10, -29.8487215756221, 0.0010046, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 25, -117.705555075776, 0.0030062, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 50, -360.308262306694, 0.0059906, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealRastriginEvaluation, 75, -624.519945147957, 0.009009, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 2, -3.99680288865056E-15, 0.0009987, 853, 854, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 5, -1.46549439250521E-14, 0, 997, 998, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 10, -4.77498301816316, 0.0010001, 984, 985, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 25, -5.01369004627673, 0.0029925, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 50, -6.34682624643032, 0.006, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealAckleyEvaluation, 75, -7.14738065981414, 0.0100075, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 2, -1.5227674053442E-35, 0, 994, 995, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 5, -1.82536143399929E-28, 0.0010007, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 10, -1.12821905776428E-11, 0.0009999, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 25, -6.85894895962501, 0.0030001, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 50, -601.748517293333, 0.0050058, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphereEvaluation, 75, -1787.27856773308, 0.0080003, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 2, -1.5227674053442E-34, 0, 994, 995, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 5, -1.82536143399929E-27, 0.001, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 10, -1.12821905776428E-10, 0.0009991, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 25, -68.5894895962501, 0.0029935, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 50, -6017.48517293333, 0.0040075, 1000, 1001, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealSphere10Evaluation, 75, -17872.7856773308, 0.0070003, 999, 1000, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 2, -4.64754210320692E-35, 0, 996, 997, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 5, -322.44966872588, 0.0009997, 998, 999, 
RealEvolutionStrategy11, RealIgnitingSimAnnMutationAdaptation, 1.1, 0.05, 1000, CRealEllipsoidEvaluation, 10, -1348.5475342262, 0.001, 1000, 1001, 
